Name,Symbol,country,price (GBP),revenue_ttm,marketcap,earnings_ttm,pe_ratio_ttm,dividend_yield_ttm
Mobix Labs,MOBX,United States,0.769503404,3568000,23538492.70272,-21316000.0,-1.24257,0.0
Trevena,TRVN,United States,2.9868832,3546000,2547610.97412,-25814000.0,-0.888393,0.0
Syndax Pharmaceuticals,SNDX,United States,14.5039086,3500000,1234230366.6432,-264082000.0,-7.77366,0.0
SIEC (Saudi Industrial Export Company),4140.SR,Saudi Arabia,0.55866602416,3416598,108604744.89224,-3173530.0,-5.16757,0.0
Applied DNA Sciences,APDN,United States,0.685764,3398050,7062957.7416,-7390210.0,-1.93417,0.0
GigaMedia,GIGM,Taiwan,1.104842,3387592,12210935.51436,-3692720.0,-11.4754,0.0
GBK Beteiligungen AG,GBQ.HM,Germany,4.2640729324,3342340,28782482.00724,1556510.0,24.1062,0.0
Ash-Sharqiyah Development,6060.SR,Saudi Arabia,4.3271251224,3331099,129813752.14808,1247800.0,-287.454,0.0
Astro Corporation,3064.TWO,Taiwan,1.788815394,3277475,23275193.61492,339668.0,-55.6781,0.0
Absci,ABSI,United States,3.0402204,3250000,345235273.83808,-91411000.0,-3.2541,0.0
Synlogic,SYBX,United States,1.1657988,3170000,13635298.58272,-56154000.0,-0.144612,0.0
Cytokinetics,CYTK,United States,39.8352688,3134000,4687017702.6253,-545279000.0,-9.19859,0.0
Phoenix Motor,PEV,United States,0.28687794,3122000,10063391.63824,-20919000.0,-0.545652,0.0
NuZee,NUZE,United States,0.3733604,3109345,1868732.04468,-7568030.0,-0.0378529,0.0
Laser Photonics,LASE,United States,11.962695804,3100804,182675143.17824,-5022190.0,-28.3128,0.0
Momentus,MNTS,United States,0.332747932,3089000,8498514.76432,-66583000.0,-0.0086,0.0
Kuuhubb,KUU.V,Canada,0.0076196,3087472,542901.07176,4659590.0,0.142857,0.0
Oblong,OBLG,United States,3.17203948,3053000,3335526.37956,-4264000.0,-0.762963,0.0
Gaming Corps,GCOR.ST,Sweden,0.04733638402,2961486,3437315.09204,-1990430.0,-1.47373,0.0
IGM Biosciences,IGMS,United States,13.0828532,2911000,776057844.8768,-237092000.0,-3.22581,0.0
Beamr Imaging,BMR,Israel,2.957014368,2909000,45867431.8144,-656000.0,-10.6757,0.0
Big Cheese Studio,BCS.WA,Poland,2.7208601052,2899623,11250769.14544,1331000.0,4.91087,0.0
Affimed,AFMD,Germany,2.5563758,2866106,40086017.64464,-85387700.0,-4.25264,0.0
Qatari German Company for Medical Devices,QGMD.QA,Qatar,0.36318671008,2859947,41948095.49264,174475.0,64.7277,0.0
Dare Bioscience,DARE,United States,2.4611308,2839625,21033709.21432,-7201360.0,-7.1087,0.0
International Financial Advisors Holding,IFA.KW,Kuwait,997.9847296,2827095,460721833.43524,49697200.0,5625.17,0.0
Golden Minerals,AUMN,United States,0.2133488,2812000,3207699.208,-7843000.0,-0.169181,0.0
Ivanhoe Electric,IE,Canada,6.5566658,2808000,789409383.45984,-238768000.0,-5.31098,0.0
Blackboxstocks,BLBX,United States,2.1106292,2799998,7423990.39076,-3837890.0,-1.40782,0.0
NeoVolta,NEOV,United States,2.514468,2787720,83571108.37088,-1907920.0,-27.0833,0.0
Locafy,LCFY,Australia,5.28838338,2781018,6749299.19348,-590228.0,-2.02021,0.0
Al Gassim Investment Holding,6020.SR,Saudi Arabia,4.0630297864,2744368,121890847.11244,723447.0,-593.151,0.0
Singular Genomics Systems,OMIC,United States,11.848478,2722000,29570128.4408,-91887000.0,-11.9154,0.0
Cadiz,CDZI,United States,2.354380204,2686000,159853465.86944,-29401000.0,-4.93548,0.0
Gamida Cell,GMDA,Israel,0.024916092,2674000,3304845.2982,-60965000.0,-0.0281897,0.0
Akanda,AKAN,United Kingdom,0.895303,2619682,2323033.1696,-8235450.0,-0.415888,0.0
Qiiwi Games,QIIWI.ST,Sweden,0.21005484692,2570710,1942901.99304,-2466690.0,-1.46202,0.0
Xenetic Biosciences,XBIO,United States,2.9030676,2520358,4476936.36388,-5008160.0,-1.31834,0.0
Elevai Labs,ELAB,United States,0.0666715,2473337,1980449.85792,-4683880.0,0.0,0.0
Nanoform Finland,NANOFS.ST,Finland,1.3180231688,2469319,112618623.68688,-23375400.0,-64.1274,0.0
OSE Immunotherapeutics,OSE.PA,France,6.822513644,2461862,148733538.20932,-25669900.0,0.0,0.0
Top Ships,TOPS,Greece,6.9490752,2444000,32147811.69024,-2123000.0,0.0,0.0
CleanCore Solutions,ZONE,United States,1.1124616,2441356,9162145.35024,-5050410.0,-8.24985,0.0
Fintech Scion (FintechCashier),FINR,United Kingdom,0.00076196,2420184,151434.21628,-1672230.0,-0.0309866,0.0
Baosheng Media Group,BAOS,China,1.9201392,2415098,2946433.79144,-23738800.0,0.0,0.0
BioXcel Therapeutics,BTAI,United States,0.4647956,2403000,18937538.96728,-93838000.0,-0.0847961,0.0
Xilio Therapeutics,XLO,United States,0.5790896,2357000,25452435.644,-68690000.0,-0.248469,0.0
ASP Isotopes,ASPI,United States,2.057292,2295679,137194433.4944,-23906600.0,-7.61376,0.0
Invivyd,IVVD,United States,0.876254,2264000,104662398.9024,-211148000.0,-0.714286,0.0
Renalytix,RNLX,United Kingdom,0.198185796,2221000,16442048.34304,-33945000.0,-0.198333,0.0
AquaBounty,AQB,United States,0.953745332,2179013,3686969.76212,-72991300.0,-0.234848,0.0
JanOne,JAN,United States,1.6991708,2169000,20680778.48584,-7309000.0,0.642651,0.0
Bruush Oral Care (Brüush),BRSH,Canada,0.06552856,2148144,6616484.23176,-2690730.0,-0.00443023,0.0
PureTech Health,PRTC,United States,16.19165,2090000,387662108.79872,-92783000.0,-10.119,0.0
Orchestra BioMed,OBIO,United States,3.7869412,2079000,143239531.54176,-58287000.0,-4.25629,0.0
Comstock Mining,LODE,United States,0.392637988,2069149,81132751.03136,8398480.0,-1.87462,0.0
WeTrade Group,WETG,China,3.847898,2037145,10101232.85772,10709200.0,-0.45597,0.0
Freeze Tag,FRZT,United States,0.005867092,2006155,440360.30476,-497193.0,13.3333,0.0
Sagimet Biosciences,SGMT,United States,2.1792056,2000000,70160173.48192,-36275000.0,-2.14081,0.0
OpGen,OPGN,United States,1.5163004,1964890,12669447.9922,-22393000.0,-0.164315,0.0
Akili,AKLI,United States,0.330004876,1948000,25980196.57056,-48492000.0,0.581744,0.0
Ikena Oncology,IKNA,United States,1.310647396,1844000,63249354.7696,-72195000.0,-1.01765,0.0
Warrantee Inc.,WRNT,Japan,0.206948336,1825947,4636470.21496,337092.0,-7.77453,0.0
Lyra Therapeutics,LYRA,United States,0.198185796,1820000,12972588.44448,-74633000.0,-0.170321,0.0
Janover,JNVR,United States,0.480110996,1786085,5368697.01184,-4754460.0,-10.174,0.0
Sino-Entertainment Technology,6933.HK,China,0.01603087644,1783700,6650206.29548,-15619600.0,-18.1166,0.0
Beyond Air,XAIR,United States,0.266686,1783000,12406366.063,-62295000.0,-0.186667,0.0
Praxis Precision Medicines,PRAX,United States,43.4660082,1771000,771830222.58688,-132696000.0,-19.0858,0.0
Ascot Resources,AOT.TO,Canada,0.09830731724,1766532,69445141.83636,-1183530.0,-7.63964,0.0
Qatar Oman Investment Company,QOIS.QA,Qatar,0.1599277844,1707133,50906162.8102,-1211140.0,15.9161,0.0
Quantum-Si,QSI,United States,0.703212884,1702000,100110084.1216,-89349000.0,-1.11463,0.0
Belpointe OZ,OZ,United States,53.505516964,1700000,194315990.12608,-11679000.0,-22.948,0.0
Astrotech,ASTC,United States,6.248072,1664000,10632531.56456,-13280000.0,-1.46691,0.0
T-Bull,TBL.WA,Poland,0.8438630804,1642880,1002769.8384,-1945760.0,-0.704391,0.0
Sozap,SOZAP.ST,Sweden,0.045487259492,1642537,1011555.2372,-1099950.0,-0.584078,0.0
Creades AB,CRED-A.ST,Sweden,6.124139206,1638207,831425668.2768,11145900.0,-18.5135,0.0
5th Planet Games,5PG.OL,Denmark,0.09088963664,1603462,24392831.2092,4182050.0,-7.72955,0.0
Doxa AB,DOXA.ST,Sweden,0.08195108388,1593460,105350552.40896,-21614900.0,0.997829,0.0
Mobilicom,MOB,Australia,0.7962482,1583571,5056876.31124,-222853.0,-11.1386,0.0
N.B.I. Industrial Finance,NBIFIN.NS,India,21.343185364,1547713,52436231.8274,1293740.0,84.4361,3.42121
Innovative Eyewear,LUCY,United States,6.857716196,1529782,10770523.28252,-7864530.0,-10.9877,0.0
Serve Robotics,SERV,United States,6.179419404,1520370,261636021.71264,-34576800.0,0.0,0.0
Addex Therapeutics,ADXN,Switzerland,7.6119804,1500997,8794958.35016,-10046900.0,-0.488737,0.0
Lumos Pharma,LUMO,United States,3.0249812,1486000,24575069.1824,-37621000.0,-0.836518,0.0
Financière Moncey Société anonyme,FMONC.PA,France,10216.893052,1460981,1868371745.7983,10463900.0,0.0,22.6437
SINTX Technologies,SINT,United States,2.629447764,1438000,1964967.59268,-8595000.0,-0.125877,0.0
Nuvation Bio,NUVB,United States,1.8058452,1435000,604560813.38624,-510720000.0,-5.82927,0.0
Magic Empire Global (Giraffe Capital),MEGL,Hong Kong,0.428907284,1433239,8687989.07164,-548642.0,52.7735,187.196
GenSight Biologics,SIGHT.PA,France,0.2955299958,1400619,30004242.19748,-28986300.0,-0.636734,0.0
AST SpaceMobile,ASTS,United States,19.5595132,1400000,5531665162.9363,-296146000.0,-32.4872,0.0
Crinetics Pharmaceuticals,CRNX,United States,38.4637408,1385000,3078468597.5552,-258540000.0,-14.8827,0.0
Agape ATP,ATPC,Malaysia,0.060652016,1378067,233434.82756,-2404910.0,-2.82711,0.0
Geron,GERN,United States,3.5316846,1373000,2128885517.7728,-208412000.0,-13.4412,0.0
Arbe Robotics,ARBE,Israel,1.4972514,1372000,121145458.98048,-45533000.0,-2.95522,0.0
Prairie Operating,PROP,United States,6.6747696,1366474,83867815.59488,-74373900.0,-0.747517,0.0
BeyondSpring,BYSI,United States,1.6839316,1351000,67863120.10048,-64638000.0,-1.34146,0.0
Sequana Medical,SEQUA.BR,Belgium,0.8257970088,1339675,33232858.7314,-15445600.0,-0.728508,0.0
ImmunityBio,IBRX,United States,2.9564048,1308000,2059233449.6973,-454157000.0,-3.44737,0.0
iEntertainment Network,IENT,United States,0.001752508,1299000,229350.72196,-1739000.0,-0.0328571,0.0
Aptorum Group,APM,Hong Kong,1.3943868,1295889,7628829.62148,-11525100.0,-0.0672727,0.0
Avalon GloboCare,ALBT,United States,0.16077356,1295086,2569836.58536,-12263900.0,-0.153901,0.0
Denali Therapeutics,DNLI,United States,22.15093916,1267000,3171238995.3024,-495212000.0,-28.0286,0.0
Fresh Vine Wine,VINE,United States,0.647666,1262487,10347241.5492,-6273870.0,-0.840217,0.0
Artiva Biotherapeutics,ARTV,United States,10.988148964,1240000,266870284.59776,-61078000.0,-2.88031,0.0
Longeveron,LGVN,United States,1.4934416,1229000,21445074.6552,-18191000.0,-2.09474,0.0
Oncodesign Precision Medicine,ALOPM.PA,France,0.916142606,1185242,16644835.61548,-10735900.0,-2.23626,0.0
Xlife Sciences,XLS.SW,Switzerland,27.81801666,1175646,159718925.83028,5392650.0,12.6813,0.0
Games Operators,GOP.WA,Poland,3.923560628,1175524,21576696.38756,79473.1,57.6077,0.0
U Power,UCAR,China,5.1508496,1130363,17400549.82936,-8249790.0,-54.8324,0.0
Canoo,GOEV,United States,0.7886286,1124000,64513050.1904,-284857000.0,-1.02885,0.0
Tivic Health Systems,TIVC,United States,0.19506176,1113000,1206181.91804,-6691000.0,-0.00579262,0.0
FBR Limited,FBR.AX,Australia,0.02540069856,1108044,122543130.59004,-15251900.0,-7.1941,0.0
Strike Energy,STX.AX,Australia,0.11176276888,1107811,320242580.47536,-14198100.0,-27.6972,0.0
Kuros Biosciences,KURN.SW,Switzerland,16.41985702,1085614,612496099.50992,-33607900.0,-0.191022,0.0
Joby Aviation,JOBY,United States,3.9202842,1085000,2807483924.0192,-546593000.0,-5.86517,0.0
Faraday Future,FFIE,United States,0.097835664,1079000,1741377.28832,-305646000.0,-0.00165464,0.0
Semilux International,SELX,Taiwan,0.8533952,1070331,31941216.90368,-1925230.0,106.15,0.0
India Globalization Capital,IGC,United States,0.2971644,1062000,22476443.90024,-13303000.0,-1.68619,0.0
Alta Global Group,MMA,Australia,1.542892804,1024165,16167511.1072,-13726600.0,-2.75049,0.0
OncoCyte,OCX,United States,2.1944448,1023000,29336215.86432,-36140000.0,-0.280428,0.0
Lifezone Metals,LZM,United Kingdom,5.3565788,1020728,432572665.14944,-360479000.0,-23.674,0.0
vTv Therapeutics,VTVT,United States,10.1797856,1000000,24765991.97568,-25309000.0,-54.7083,0.0
MediciNova,MNOV,United States,1.575047516,1000000,77250095.464,-8161860.0,-7.64,0.0
Heliad AG,A7A.DE,Germany,7.599331864,977123,63912380.35928,-17230100.0,-4.85953,0.0
VolitionRx,VNRX,United States,0.44041288,976516,40562690.67712,-32785100.0,-1.03214,0.0
VistaGen Therapeutics,VTGN,United States,2.347141584,970400,63502148.71488,-38154400.0,-0.476032,0.0
Femasys,FEMY,United States,0.8533952,950096,18973364.80256,-15775500.0,-1.16667,0.0
Titan Medical,TMD.TO,Canada,0.028087826696,950000,3203132.01976,-4874000.0,-0.139823,0.0
TherapeuticsMD,TXMD,United States,1.2800928,931000,14762542.20672,-5707000.0,0.340956,0.0
Neurogene,NGNE,United States,31.373703,925000,407657329.01376,-59524000.0,-1.48127,0.0
Safety Shot,SHOT,United States,0.88539752,916154,49039334.1416,-31552300.0,-1.8,0.0
Mainz Biomed,MYNZ,Germany,0.190261412,895479,4164175.40464,-26295700.0,-0.129319,0.0
Logan Ridge Finance,LRFC,United States,18.2527518,895000,48845457.99136,-3879000.0,-18.4269,505.114
Odyssey Marine Exploration,OMEX,United States,0.6209974,879943,12788943.89312,10017500.0,22.125,0.0
Playgon Games,DEAL.V,Canada,0.014043913348,876427,4578829.46488,-13409800.0,-0.310841,0.0
Mangoceuticals,MGRX,United States,0.19049,866792,2917354.35,-8897290.0,-0.473176,0.0
Biora Therapeutics,BIOR,United States,0.3962192,860000,14449757.62672,-79023000.0,-0.0942936,0.0
BloomZ,BLMZ,United States,0.63090288,858051,8472899.955,-94108.6,43.8677,0.0
Movano,MOVE,United States,0.274534188,852000,27164745.68224,-26830000.0,-0.42907,0.0
Compass Therapeutics,CMPX,United States,1.4629632,850000,201287631.53344,-55134000.0,-6.06452,0.0
REE Automotive,REE,Israel,5.5699276,825000,60802445.19104,-95240000.0,-0.841353,0.0
Yield10 Bioscience,YTEN,United States,0.7543404,810000,495722.03248,-12702000.0,-0.352518,0.0
Cormedix,CRMD,United States,6.1794956,806119,345186605.92896,-54510800.0,-9.36047,0.0
Pantheon Resources,PANR.L,United Kingdom,0.16099986212,803689,181929999.63544,-1307840.0,0.0,0.0
Hanryu Holdings,HRYU,South Korea,0.18782314,790927,9918677.1472,-8191980.0,-1.4708,0.0
Focus Universal,FCUV,United States,0.204052888,772672,14879088.56048,-4667380.0,-4.12504,0.0
Heliogen,HLGN,United States,1.295332,772000,7779725.13204,-131875000.0,-0.10119,0.0
Can Fite Biopharma,CANF,Israel,1.5391592,743000,9383375.86448,-7634000.0,-0.733535,0.0
Revolution Medicines,RVMD,United States,33.9529376,742000,5671465146.0813,-553136000.0,-14.0669,0.0
InterServ International,6169.TWO,Taiwan,0.4935900684,725780,11547533.51644,-489442.0,-455.584,0.0
Alumina Limited,AWC.AX,Australia,0.73662025824,700000,2137436431.0024,104000000.0,6.45232,0.0
Gaming Factory,GIF.WA,Poland,1.628575206,699161,9897988.40928,-130399.0,-7.47804,0.0
Global Atomic,GLO.TO,Canada,0.8117388468,688939,184162887.60332,-1325410.0,-26.4839,0.0
AFC Energy,AFC.L,United Kingdom,0.11960028944,668746,101989856.20472,-22392700.0,-597.569,0.0
Foresight Autonomous Holdings,FRSX,Israel,0.533372,666000,8174405.9348,-12467000.0,-0.38343,0.0
CG Oncology,CGON,United States,28.8249468,650000,1933490982.4102,-64157000.0,0.0,0.0
4basebio,4BB.L,United Kingdom,13.899979104,644644,178068720.09392,-10643000.0,-2309.52,0.0
Atomera,ATOM,United States,2.008602756,640000,55847998.40064,-18802000.0,-3.325,0.0
Arqit Quantum,ARQQ,United Kingdom,0.190566196,640000,1300137.68172,-74049000.0,-0.0628882,0.0
Houston American Energy,HUSA,United States,0.838613176,623104,9146250.86464,-1599050.0,-15.5714,0.0
Lhyfe SA,LHYFE.PA,France,3.0523965208,611424,146111044.85424,-27683600.0,-5.32773,0.0
Wearable Health Solutions,WHSI,United States,7.6196e-05,600256,139187.99516,-784786.0,-0.0545852,0.0
Helius Medical Technologies,HSDT,United States,0.515237352,594000,1842591.48296,-8836000.0,-0.03065,0.0
All in! Games,ALG.WA,Poland,0.20110715064,593058,15208276.61536,-963161.0,-1.82751,0.0
Inovio Pharmaceuticals,INO,United States,4.5108032,591859,117119847.52576,-120867000.0,-9.01538,0.0
Prime Medicine,PRME,United States,3.4059612,591000,408820921.1776,-217547000.0,-1.87173,0.0
aTyr Pharma,ATYR,United States,1.3562888,588000,102801534.09472,-62525000.0,-1.88298,0.0
Signing Day Sports,SGN,United States,0.17067904,576337,3092311.7954,-7052320.0,-0.43822,0.0
Clere AG,CAG0.HM,Germany,10.639095088,569133,82854200.01784,-6529860.0,2.30996,0.0
Ovid Therapeutics,OVID,United States,0.8991128,567535,63811473.99648,-29747400.0,-1.68571,0.0
X4 Pharmaceuticals,XFOR,United States,0.508913084,563000,85751856.17792,17728000.0,-0.629808,0.0
ParaZero Technologies,PRZO,Israel,0.47203422,560118,5269081.40928,-1635650.0,-2.19496,0.0
authID,AUID,United States,4.9298812,553107,53838740.35904,-13205400.0,-0.820282,0.0
Rafael Holdings,RFL,United States,1.4934416,540000,36688931.75472,-68965000.0,-27.4286,0.0
Amaero International Ltd,3DA.AX,Australia,0.20320558848,526816,121841267.1372,-8348790.0,-11.129,0.0
Nxu,NXU,United States,0.175403192,507000,2093278.60884,-24278000.0,-0.134916,0.0
ARS Pharmaceuticals,SPRY,United States,11.2160512,500000,1087301949.0099,-44842000.0,-25.1314,0.0
Gritstone bio,GRTS,United States,0.449861184,496000,53132653.36192,-128224000.0,-0.480317,0.0
VYNE Therapeutics,VYNE,United States,1.4020064,486000,20678753.19616,-30842000.0,-0.166667,0.0
Kostad AG,KES.VI,Austria,2.701986356,465603,67027351.32116,-122300.0,-478.967,0.0
AppTech Payments,APCX,United States,0.442470172,455000,10992861.6866,-12053000.0,-0.516379,0.0
Lipella Pharmaceuticals,LIPO,United States,0.35126356,449617,2846864.66844,-4142410.0,-0.757535,0.0
Advanced Health Intelligence,AHI,Australia,1.14294,436399,9982026.5016,-8548320.0,-2.38105,0.0
SM Wirtschaftsberatungs AG,SMWN.DE,Germany,4.9395657116,411259,19659480.06612,-570804.0,-38.2872,0.0
Altimmune,ALT,United States,4.9641694,409000,352808473.52192,-101346000.0,-3.96933,0.0
Azitra,AZTR,United States,0.412296556,408200,3143786.0032,-9944630.0,-0.178247,0.0
Adamas One,JEWL,United States,0.076196,398921,2899074.9296,-17845200.0,-0.0942241,0.0
Talphera,TLPH,United States,0.6781444,398000,11523707.7892,-13707000.0,-0.385202,0.0
G2 Goldfields,GTWO.TO,Canada,0.9943044628,390432,237296541.41872,-2263110.0,-83.6821,0.0
Atai Life Sciences,ATAI,Germany,0.9105422,378000,152788085.09504,-54465000.0,-1.27174,0.0
Seres Therapeutics,MCRB,United States,0.76196,374000,116108988.72,-145954000.0,-0.820446,0.0
Energous,WATT,United States,0.490245064,370375,3331151.20524,-19576100.0,-0.100625,0.0
Atlas Lithium,ATLX,United States,5.14323,369496,78433230.37792,-53756500.0,-3.09885,0.0
Monogram Orthopaedics,MGRM,United States,1.9963352,364999,63287617.35296,-11694100.0,-4.72216,0.0
Asset Entities,ASST,United States,1.066744,358798,3673567.64768,-5652330.0,-6.80682,0.0
Quantum Computing,QUBT,United States,0.5067034,358048,47736833.62192,-29730700.0,-0.871636,0.0
Vaccinex,VCNX,United States,2.5601856,356000,6655791.46228,-17729000.0,-0.664032,0.0
Predilife,ALPRE.PA,France,4.0698645676,351352,15069819.33984,-4920380.0,-4.97945,0.0
Prestige Wealth,PWM,Hong Kong,0.685687804,348528,8273989.53504,-1111990.0,0.0,0.0
American Battery Technology Company,ABAT,United States,0.7314816,343500,52702078.90944,-50608700.0,-2.67337,0.0
Inventiva,IVA,France,1.4553436,342660,76203973.14944,-44260200.0,-1.50524,0.0
Earlyworks,ELWS,Japan,1.8820412,341447,5675068.93648,-2870730.0,0.0,0.0
AEye,LIDR,United States,0.8610148,309000,7688345.55512,-63015000.0,-2.05455,0.0
SaverOne 2014,SVRE,Israel,0.096616528,307644,1927306.19576,-8116560.0,-0.0410996,0.0
Eco Wave Power Global,WAVE,Israel,3.93895222,306000,21858663.49536,-1979000.0,-17.7941,0.0
Talis Biomedical,TLIS,United States,1.52392,300000,2777831.8544,-55122000.0,-0.0417148,0.0
Rallybio,RLYB,United States,0.876254,299000,36353675.4504,-77297000.0,-0.566667,0.0
Viridian Therapeutics,VRDN,United States,17.5098408,288000,1336990072.1818,-225355000.0,-4.79055,0.0
Keros Therapeutics,KROS,United States,42.3116388,271000,1587621514.025,-178605000.0,-12.4339,0.0
Ascent Solar Technologies,ASTI,United States,1.8363236,266077,1879385.00744,-12278800.0,-0.0164023,0.0
Senti Biosciences,SNTI,United States,1.6229748,255000,7431569.60688,-66269000.0,-1.37805,0.0
374Water,SCWO,United States,1.0210264,244730,135516756.06208,-9769390.0,-27.0,0.0
IMTE,IMTE,Australia,0.944906596,243883,2030131.9358,-6417600.0,-2.44361,0.0
NET Power,NPWR,United States,5.4746826,238000,400670119.23968,-198093000.0,-0.455808,0.0
BrainChip,BRN.AX,Australia,0.11938313084,232004,247739427.99692,-28764600.0,-12.6354,0.0
iBio,IBIO,United States,1.5182053,225000,13114105.75136,-15271000.0,-0.260844,0.0
Ideal Power,IPWR,United States,6.0347232,216794,46430678.74208,-10640900.0,-5.82482,0.0
Compagnie du Cambodge,CBDG.PA,France,8021.5339,214535,4489925712.3966,15017400.0,0.0,185.405
GreenX Metals,GRX.AX,Australia,0.34036905592,208689,95133574.01744,-2349040.0,-49.2559,0.0
Talga Group,TLG.AX,Australia,0.20066521384,186313,86039758.19216,-28893400.0,-3.31528,0.0
reAlpha Tech,AIRE,United States,0.9676892,183959,42988722.55168,-2227650.0,62.3701,0.0
AIM ImmunoTech,AIM,United States,0.210377156,178000,12020256.54828,-20378000.0,-0.7,0.0
SOBR Safe,SOBR,United States,0.062633112,176056,2176644.65244,-8820680.0,-0.0565517,0.0
Brera Holdings,BREA,Ireland,0.6324268,174210,8427087.11,-1316020.0,-103.593,0.0
WA1 Resources,WA1.AX,Australia,7.660822036,174014,496927207.84888,-1479160.0,-328.747,0.0
Eterna Therapeutics,ERNA,United States,0.9295912,162000,5029637.0032,-21702000.0,-0.203901,0.0
Crossject,ALCJ.PA,France,2.0096009236,160292,82648902.84916,-12719400.0,-10.4644,0.0
Mullen Automotive,MULN,United States,0.090216064,156570,145890.19532,-532831000.0,-0.000866137,0.0
Eisen- und Hüttenwerke,EIS.F,Germany,7.683757032,152445,135234390.4492,11455600.0,15.7595,0.0
Chimerix,CMRX,United States,0.684925844,144000,61395792.58656,-94721000.0,0.433204,0.0
Rail Vision,RVSN,Israel,0.41488722,142000,8343796.50044,-11403000.0,-0.861818,0.0
Trio Petroleum,TPET,United States,0.138981504,135975,6994702.88872,-7390890.0,-0.628773,0.0
Loop Industries,LOOP,Canada,1.4553436,131000,69303895.02528,-19081000.0,-11.9375,0.0
Inhibrx,INBX,United States,11.8941956,130000,172179186.848,1735480000.0,-3.8321,0.0
Chalice Mining,CHN.AX,Australia,0.78234243,120622,304351968.68,-44380400.0,-9.12383,0.0
Fractyl Health,GUTS,United States,1.9582372,119000,93852825.93184,-71381000.0,-3.31615,0.0
Soligenix,SNGX,United States,2.9030676,117029,6620213.264,-7861270.0,-1.41407,0.0
POET Technologies,POET,Canada,3.2459496,116261,226038201.43872,-24214500.0,-8.27359,0.0
Poseidon Nickel,POS.AX,Australia,0.0020320558848,115144,8542519.47824,-7555900.0,-0.993851,0.0
Advaxis,ADXS,United States,0.0438127,114000,1866153.57204,-34023000.0,-0.00782245,0.0
InflaRx,IFRX,Germany,1.181038,112630,69543412.57952,-50770500.0,-2.07977,0.0
Versus Systems,VS,Canada,0.8991128,110606,2293393.68756,-9876040.0,-0.246072,0.0
Opthea,OPT,Australia,3.143085,108406,523989968.23296,-148447000.0,0.0,0.0
Sera Prognostics,SERA,United States,5.8213744,107000,194251107.70816,-31535000.0,-5.73134,0.0
Gaming Technologies (Gametech),GMGT,United States,0.00076196,102816,34822.33396,-4299860.0,-0.00047619,0.0
Verb Technology,VERB,United States,0.03657408,102000,5325075.5638,-10946000.0,-0.00393695,0.0
Hyliion,HYLN,United States,1.93575938,96000,336014923.88736,-84170000.0,-2.94253,0.0
Lightwave Logic,LWLG,United States,2.213417604,90274,267194916.13184,-21803900.0,-16.3889,0.0
PREOS Real Estate,PAG.F,Germany,0.002955299958,89869,335331.73836,-230063000.0,-0.0158758,0.0
INmune Bio,INMB,United States,4.0612468,85000,80539397.54016,-37742000.0,-2.88398,0.0
Actinium Pharmaceuticals,ATNM,United States,1.378538032,81000,42947524.8984,-46709000.0,-0.989011,0.0
Cyngn,CYN,United States,2.9640244,79744,6006684.59592,-22618100.0,-6.22794,0.0
Solid Clouds,SOLID.IC,Iceland,0.00669210419,78881,1232685.93468,-666315.0,-4.49982,0.0
Virtual Interactive Technologies,VRVR,Bermuda,0.198033404,78845,1634028.55372,-2765490.0,-2.599,0.0
Bannerman Energy,BMN.AX,Australia,1.59516326,78487,284904251.01316,562388.0,0.0,0.0
Organovo,ONVO,United States,0.3581212,73000,5502209.92892,-13985000.0,-0.226117,0.0
Botanix Pharmaceuticals,BOT.AX,Australia,0.20574596312,68598,373230860.70432,-6100410.0,-51.6337,0.0
Bullfrog AI,BFRG,United States,2.2173036,65000,17407053.91992,-6046220.0,-3.8821,0.0
CGRE AG,LKB.DE,Germany,8.443735936,63050,50662234.26952,396923.0,0.0,0.0
Entera Bio,ENTX,Israel,1.4934416,57000,54248668.74336,-8507000.0,-6.93103,0.0
Lyell Immunopharma,LYEL,United States,1.1505596,54000,294546719.94624,-210259000.0,-1.79762,0.0
BioSig Technologies,BSGM,United States,0.213424996,40000,3474195.47996,-17536000.0,-0.607143,0.0
Forza X1,FRZA,United States,0.228816588,37118,3606790.23524,-6443720.0,-0.509322,0.0
Eyenovia,EYEN,United States,0.40155292,31405,30883195.82176,-37281700.0,-0.717536,0.0
Carbios SAS,ALCRB.PA,France,14.523186188,26531,244093886.0,-27754800.0,-7.79499,0.0
Zentek,ZTEK,Canada,0.541067796,26188,56456097.34176,-8204040.0,-7.99348,0.0
Latin Resources,LRS.AX,Australia,0.11430314352,21802,320668337.05476,-13247400.0,-28.2288,0.0
Allogene Therapeutics,ALLO,United States,2.2630212,21000,473224901.36576,-270850000.0,-1.18776,0.0
Liontown Resources,LTR.AX,Australia,0.4089515516,18882,991706743.0504,-14777200.0,0.0,0.0
Heart Test Laboratories,HSCS,United States,3.492596052,18600,3189860.96244,-7290040.0,-7.74627,0.0
De Grey Mining,DEG.AX,Australia,0.70613957236,17797,1692446751.399,-12665500.0,-113.653,0.0
Lucy Scientific Discovery,LSDI,Canada,0.391571244,16732,691029.1436,-9984700.0,-0.976996,0.0
Bionomics,BNOX,Australia,0.46631952,14693,6177520.59968,-21361300.0,-0.177722,0.0
Alpha HPA Limited,A4N.AX,Australia,0.56135574296,10761,636902630.75992,-10450000.0,-59.5147,0.0
